query	class
list all my closed apricots for this month	0
list all my initiated task for next week	0
list all the best practices on thursday	0
Hub events I am speaking on 21st April	1
list all the architect with experience less than 10 years	0
SCALA trainings I am organizing for this week	1
oracle white papers From 17th April and 1st of May	0
UI events in Chennai today	1
my competencie on 21st April	0
best practice in ajax	0
UX celebration I am participating	1
leads in java with 5+ years of experience	0
list all my project conference in bangalore tomorrow	1
my apricot on wednesday	0
oracle developers	0
iOS designer in oracle	0
list all my events I am speaking on this Saturday	1
list all the white paper on next tuesday	0
Python workshop happening in chennai on thursday	1
scala related case studie for next week	0
UX corporates for next month	1
oracle proposal on Monday	0
developer with 2-7 years of experience in scala	0
list all training I am participating on thursday	1
what are all my recommended conferences in Chennai for this week	1
list all my upcoming celebration I am organizing tomorrow	1
scala related white papers between 1st of May and 2nd of December	0
java related course between 1st of May and 2nd of December	0
what are all my upcoming conferences in london on this Saturday	1
d&i training I am participating on next tuesday	1
white paper in ajax for this week	0
my project training I am organizing on Monday	1
list all my workshops in Chennai From 17th April and 1st of May	1
list all my upcoming celebrations on this Saturday	1
list all my closed tasks for next week	0
iOS developer with 5 years of experience	0
scala architects in java	0
competencie published in java From 17th April and 1st of May	0
scala related proposals for next week	0
what are all the workshops in mumbai for this month	1
best practices in oracle for next month	0
iOS architects in oracle	0
list all my in progress apricot for this month	0
trainings published in java on thursday	1
list all my upcoming celebrations in bangalore between 1st of May and 2nd of December	1
oracle conference on wednesday	1
best practice published in java on wednesday	0
what are all my recommended workshops I am organizing today	1
list all my trainings in london for next month	1
list all the proposal on wednesday	0
d&i workshop I am participating for next month	1
SAP architects with 5 years of experience	0
list all celebration in Chennai on this Saturday	1
list all my project events in london on wednesday	1
java analysts with 5+ years of experience	0
list all events in mumbai From 17th April and 1st of May	1
list all events in Chennai tomorrow	1
what are all my initiated task on next tuesday	0
iOS analysts in scala	0
.net proposals for this month	0
designer in java with 5+ years of experience	0
java related lessons learnts From 17th April and 1st of May	0
java conferences in bangalore today	1
list all my initiated issue today	0
list all my upcoming event I am speaking on wednesday	1
java related case studie	0
java workshop I am organizing on next tuesday	1
SAP course on 21st April	0
white paper published in java for this month	0
oracle celebration I am participating for this month	1
scala related leads with 2-7 years of experience	0
list all my tasks for next week	0
training today	1
d&i conference I am speaking	1
.net experts	0
IBelong event in mumbai on Monday	1
SAP analyst in oracle	0
case studies on thursday	0
list all my project conference in newyork	1
scala related case studies for next month	0
java training today	1
competencie in ajax on this Saturday	0
my conferences in bangalore for next month	1
list all celebrations in london between 1st of May and 2nd of December	1
designers with experience less than 10 years in java	0
Python corporate in Chennai on wednesday	1
scala related leads with experience more than 3 years	0
SAP case studies today	0
who are all the lead in java	0
task From 17th April and 1st of May	0
.net developer in oracle	0
my project trainings in bangalore on 21st April	1
oracle proposals for next week	0
list all my project events happening in chennai today	1
list all the best practices today	0
what are all the conferences in Chennai on 21st April	1
list all my open issues on this Saturday	0
list all my workshops happening in chennai on Monday	1
list all celebrations happening in chennai between 1st of May and 2nd of December	1
my case studies for this week	0
list all my training in bangalore	1
what are all my upcoming corporates I am speaking today	1
d&i corporates I am organizing tomorrow	1
oracle best practices for this week	0
UX analyst with 5+ years of experience	0
my white paper for next month	0
list all my in progress risks for this month	0
scala architects	0
scala best practice on 21st April	0
my lessons learnts on next tuesday	0
list all training in newyork for next month	1
scala related competencie on thursday	0
list all my upcoming conference in bangalore on Monday	1
my trainings on thursday	1
list all my trainings in Chennai for next month	1
leads with experience less than 10 years in scala	0
what are all the best practices From 17th April and 1st of May	0
list all my project workshop in bangalore for this month	1
java developer with experience more than 3 years	0
what are all the trainings in bangalore From 17th April and 1st of May	1
java training in mumbai on wednesday	1
what are all my recommended trainings between 1st of May and 2nd of December	1
UX workshops in newyork for next month	1
white papers available in scala for this week	0
list all my corporates for this month	1
UX workshops in mumbai	1
Python trainings in bangalore tomorrow	1
list all my events I am participating on 21st April	1
what are all my recommended trainings in london for this month	1
